gene_name	transcript_id	strand	nreads	ntranscripts	nFSM	nISM	nNIC	nNNC	nFSMreads	nISMreads	nNICreads	nNNCreads
ULBP1	ENST00000229708.4	+	50	11	3	3	3	2	19	8	9	14
ULBP2	ENST00000367351.4	+	1138	37	4	12	7	14	732	145	157	104
ULBP3	ENST00000367339.7	-	175	21	7	8	1	5	127	28	3	17
ULK1	ENST00000321867.6	+	1050	69	17	40	1	11	382	552	3	113
ULK2	ENST00000395544.9	-	2205	152	9	116	11	16	26	2048	24	107
ULK3	ENST00000440863.7	-	5550	290	11	45	58	176	547	1183	675	3145
ULK4	ENST00000301831.9	-	497	58	9	30	5	14	124	214	61	98
UMAD1	ENST00000682710.1	+	3460	92	9	12	11	60	533	362	122	2443
UMPS	ENST00000232607.7	+	6641	114	20	45	10	39	3800	2406	100	335
UNC119	ENST00000335765.9	-	6703	77	31	10	14	22	5707	367	405	224
UNC119B	ENST00000344651.5	+	458	25	5	8	2	10	332	69	15	42
UNC13A	ENST00000519716.7	-	88	24	0	6	0	18	0	38	0	50
UNC13B	ENST00000635942.2	+	1451	159	1	117	4	37	22	1262	18	149
UNC13C	ENST00000260323.16	+	1121	129	0	108	3	18	0	1001	34	86
UNC13D	ENST00000207549.9	-	9	4	0	4	0	0	0	9	0	0
UNC45A	ENST00000418476.2	+	3106	156	4	58	29	65	511	1759	140	696
UNC50	ENST00000357765.7	+	12045	165	26	24	44	71	8579	414	1949	1103
UNC5A	ENST00000329542.9	+	2598	91	0	57	13	21	0	2458	36	104
UNC5B	ENST00000335350.10	+	97	22	1	19	0	2	5	87	0	5
UNC5C	ENST00000453304.6	-	73	20	2	15	1	2	14	47	6	6
UNC5CL	ENST00000244565.8	-	21	6	0	3	0	3	0	6	0	15
UNC5D	ENST00000404895.7	+	50	13	0	8	0	5	0	24	0	26
UNC79	ENST00000695012.1	+	1295	180	15	127	4	34	102	1037	21	135
UNC80	ENST00000673920.1	+	681	147	0	125	4	18	0	597	11	73
UNC93B1	ENST00000227471.7	-	159	17	4	9	3	1	88	47	22	2
UNG	ENST00000242576.7	+	7102	79	13	18	7	40	6197	663	39	201
UNK	ENST00000589666.6	+	2748	71	8	38	4	21	2320	290	34	104
UNKL	ENST00000389221.9	-	272	40	11	12	11	6	123	71	62	16
UPF1	ENST00000262803.10	+	560	85	4	61	0	20	20	412	0	128
UPF2	ENST00000357604.10	-	12052	169	4	112	6	47	454	11261	13	324
UPF3A	ENST00000375299.8	+	20760	591	34	171	114	272	4404	11669	2289	2398
UPF3B	ENST00000276201.7	-	9873	176	13	80	18	65	2237	6928	220	488
UPK1A	ENST00000222275.3	+	4	2	0	2	0	0	0	4	0	0
UPK2	ENST00000264031.3	+	570	26	0	1	16	9	0	18	515	37
UPK3A	ENST00000216211.9	+	6	3	2	0	1	0	4	0	2	0
UPK3BL1	ENST00000340457.8	-	2042	54	2	15	0	37	304	1600	0	138
UPK3BL2	ENST00000644544.2	-	264	25	6	13	0	6	39	212	0	13
UPP1	ENST00000395564.9	+	2373	127	55	20	32	20	1924	169	218	62
UPP2	ENST00000005756.5	+	77	21	1	0	0	20	2	0	0	75
UPRT	ENST00000373383.9	+	2983	111	35	19	13	44	2131	202	264	386
UQCC1	ENST00000374385.10	-	6467	223	27	47	36	113	4526	701	238	1002
UQCC2	ENST00000607484.6	-	18633	123	10	16	10	87	16997	391	155	1090
UQCC3	ENST00000377953.4	+	6079	25	8	0	0	17	5982	0	0	97
UQCR10	ENST00000330029.6	+	97471	117	11	0	0	106	95442	0	0	2029
UQCR11	ENST00000591899.8	-	83809	142	24	4	4	110	77641	4877	79	1212
UQCRB	ENST00000287022.10	-	94943	280	66	17	9	188	91365	420	45	3113
UQCRC1	ENST00000203407.6	-	76338	457	6	38	69	343	106	9039	1781	65410
UQCRC2	ENST00000268379.9	+	56038	569	108	49	26	385	44504	6618	199	4713
UQCRFS1	ENST00000304863.6	-	30591	70	16	0	0	54	28300	0	0	2291
UQCRH	ENST00000311672.10	+	88709	178	27	14	9	128	77301	575	4771	6062
UQCRHL	ENST00000696689.1	-	1149	12	10	0	0	0	1136	0	0	0
UQCRQ	ENST00000378670.8	+	74532	106	25	0	0	81	71585	0	0	2947
URB1	ENST00000382751.4	-	831	103	1	92	4	6	10	765	33	23
URB2	ENST00000258243.7	+	500	104	16	75	11	2	125	330	35	10
URGCP	ENST00000453200.6	-	2938	91	18	9	6	57	2156	260	176	344
URI1	ENST00000392271.6	+	3518	215	13	124	11	67	444	2587	45	442
URM1	ENST00000372853.9	+	10531	85	13	14	0	58	1772	896	0	7863
UROC1	ENST00000290868.7	-	2	1	0	1	0	0	0	2	0	0
UROD	ENST00000246337.9	+	21901	358	28	53	131	146	15327	3079	2251	1244
UROS	ENST00000368797.10	-	12749	273	11	38	25	199	413	546	1161	10629
USB1	ENST00000219281.8	+	3874	88	19	11	7	51	3247	189	107	331
USE1	ENST00000263897.10	+	12016	232	19	28	53	132	967	378	1907	8764
USF1	ENST00000368021.7	-	12007	320	17	24	48	231	6081	758	1478	3690
USF2	ENST00000222305.8	+	3440	120	28	47	11	30	1446	1835	39	112
USF3	ENST00000316407.9	-	182	36	6	11	3	16	52	82	8	40
USH1C	ENST00000005226.12	-	624	44	5	15	2	22	125	67	14	418
USHBP1	ENST00000252597.8	-	57	14	4	5	3	1	25	13	15	2
USO1	ENST00000514213.7	+	9115	230	4	133	14	79	2226	3614	47	3228
USP1	ENST00000339950.5	+	4071	130	14	70	8	38	1936	1876	70	189
USP10	ENST00000219473.12	+	17707	382	10	76	65	231	573	4867	925	11342
USP11	ENST00000377107.7	+	60005	793	11	95	116	571	33076	17987	2114	6828
USP12	ENST00000282344.11	-	404	45	4	28	2	11	57	284	4	59
USP13	ENST00000263966.8	+	139	27	5	16	2	4	23	102	5	9
USP14	ENST00000261601.8	+	7774	271	23	101	18	129	540	4728	101	2405
USP15	ENST00000280377.10	+	6993	267	42	124	27	74	5012	1324	139	518
USP16	ENST00000399976.7	+	6160	284	21	123	35	105	1607	2213	295	2045
USP17L1	ENST00000529559.1	+	2	1	1	0	0	0	2	0	0	0
USP17L20	ENST00000506151.1	+	3	1	1	0	0	0	3	0	0	0
USP17L21	ENST00000506414.1	+	7	2	2	0	0	0	7	0	0	0
USP17L24	ENST00000504481.1	+	9	3	3	0	0	0	9	0	0	0
USP17L25	ENST00000509271.1	+	18	4	4	0	0	0	18	0	0	0
USP17L26	ENST00000509660.1	+	6	2	2	0	0	0	6	0	0	0
USP17L29	ENST00000511681.1	+	2	1	1	0	0	0	2	0	0	0
USP17L30	ENST00000504104.1	+	21	6	6	0	0	0	21	0	0	0
USP18	ENST00000215794.8	+	488	42	4	20	6	12	296	102	16	74
USP19	ENST00000417901.6	-	1843	133	2	60	31	40	15	1300	218	310
USP2	ENST00000260187.7	-	657	34	8	20	1	5	359	229	58	11
USP20	ENST00000372429.8	+	2554	209	10	95	43	61	606	1303	258	387
USP21	ENST00000368002.8	+	3939	198	9	56	63	70	1993	971	410	565
USP22	ENST00000261497.9	-	2614	114	14	54	7	39	1098	1324	40	152
USP24	ENST00000294383.7	-	943	140	1	59	3	77	3	426	9	505
USP25	ENST00000400183.7	+	1708	149	15	105	3	26	247	1325	7	129
USP27X	ENST00000621775.2	+	566	25	22	0	0	0	560	0	0	0
USP28	ENST00000696973.1	-	1041	98	4	52	19	23	91	683	155	112
USP3	ENST00000380324.8	+	8016	255	42	74	37	102	5025	1235	779	977
USP30	ENST00000257548.10	+	1814	90	23	20	16	31	1119	230	298	167
USP31	ENST00000219689.12	-	55	19	2	14	0	3	5	43	0	7
USP32	ENST00000300896.9	-	13986	240	12	139	6	83	245	13262	15	464
USP33	ENST00000370794.7	-	7960	418	29	127	66	196	1661	3968	910	1421
USP34	ENST00000398571.7	-	4465	279	2	212	18	47	7	4218	60	180
USP35	ENST00000529308.6	+	265	51	9	33	2	7	30	208	4	23
USP36	ENST00000449938.7	-	781	88	8	51	21	8	114	531	112	24
USP37	ENST00000258399.8	-	350	58	4	31	5	18	24	206	13	107
USP38	ENST00000307017.9	+	1362	140	34	94	0	11	420	876	0	61
USP39	ENST00000323701.11	+	7275	209	11	60	49	89	3697	1375	919	1284
USP4	ENST00000265560.9	-	4920	360	23	119	65	153	565	1841	716	1798
USP40	ENST00000678225.2	-	948	105	10	55	18	22	315	402	137	94
USP42	ENST00000306177.10	+	493	51	0	42	8	1	0	463	26	4
USP43	ENST00000285199.12	+	141	34	9	16	2	7	43	59	14	25
USP44	ENST00000258499.8	-	161	28	6	5	13	4	61	25	46	29
USP45	ENST00000500704.7	-	609	72	8	35	15	14	108	394	47	60
USP46	ENST00000441222.8	-	3835	125	26	37	12	50	1388	1154	178	1115
USP47	ENST00000527733.7	+	5815	435	46	280	7	102	1107	4188	16	504
USP48	ENST00000308271.14	-	7293	298	21	129	30	113	632	5526	348	766
USP49	ENST00000682992.1	-	175	23	0	18	1	4	0	145	12	18
USP5	ENST00000229268.13	+	14532	255	7	70	28	150	3118	3390	227	7797
USP50	ENST00000532404.6	-	29	7	0	0	0	7	0	0	0	29
USP53	ENST00000692078.1	+	193	45	5	21	12	7	52	60	57	24
USP54	ENST00000687698.1	-	765	104	1	63	23	17	2	656	61	46
USP6	ENST00000574788.6	+	63	10	0	10	0	0	0	63	0	0
USP6NL	ENST00000609104.6	-	791	72	37	25	2	8	468	90	7	226
USP7	ENST00000344836.9	-	59663	926	4	138	46	738	14	16241	243	43165
USP8	ENST00000307179.9	+	3184	193	21	123	13	33	366	2111	260	300
USP9X	ENST00000378308.7	+	4943	342	3	309	0	30	15	4646	0	282
USP9Y	ENST00000338981.7	+	1783	198	28	95	23	52	283	1045	229	226
USPL1	ENST00000255304.9	+	2775	121	7	46	14	54	631	415	238	1491
UST	ENST00000367463.5	+	139	26	11	14	0	1	46	85	0	8
UTP11	ENST00000373014.5	+	17498	151	15	34	15	87	14722	1219	763	794
UTP14A	ENST00000394422.8	+	5928	135	4	53	3	75	2777	2485	26	640
UTP14C	ENST00000521776.2	+	76	21	7	0	0	14	26	0	0	50
UTP15	ENST00000296792.9	+	1302	80	17	37	10	16	843	120	282	57
UTP18	ENST00000225298.12	+	7674	193	11	50	25	107	4579	2209	287	599
UTP20	ENST00000261637.5	+	594	89	5	72	0	12	17	513	0	64
UTP23	ENST00000309822.7	+	3521	123	37	6	16	64	2822	69	286	344
UTP25	ENST00000491415.7	+	2470	143	7	83	12	41	1623	622	52	173
UTP3	ENST00000254803.4	+	2553	67	62	0	0	0	2542	0	0	0
UTP4	ENST00000314423.12	+	8248	259	5	62	37	155	3603	1701	302	2642
UTP6	ENST00000261708.9	-	10030	327	27	49	76	175	464	1203	1647	6716
UTRN	ENST00000367545.8	+	994	160	0	72	15	73	0	373	83	538
UTS2	ENST00000361696.10	-	20	5	1	3	0	1	5	12	0	3
UTS2B	ENST00000340524.10	-	22	5	1	1	1	2	6	3	2	11
UTY	ENST00000545955.6	-	2490	201	18	135	5	43	622	1627	15	226
UVRAG	ENST00000356136.8	+	1648	121	10	60	3	48	442	1002	11	193
UVSSA	ENST00000389851.10	+	89	28	0	15	0	13	0	53	0	36
UXS1	ENST00000283148.12	-	4718	221	26	47	43	105	1875	939	263	1641
UXT	ENST00000333119.8	-	19649	188	7	22	28	131	16277	827	927	1618
VAC14	ENST00000261776.10	-	3043	71	4	23	2	42	1723	1059	14	247
VAMP1	ENST00000396308.4	-	8361	125	11	8	3	103	7142	651	12	556
VAMP2	ENST00000316509.11	-	105191	274	21	24	2	227	91882	10165	19	3125
VAMP3	ENST00000054666.11	+	7436	107	21	32	9	45	6434	535	131	336
VAMP4	ENST00000236192.12	-	3432	180	19	30	9	122	930	545	29	1928
VAMP5	ENST00000306384.5	+	2502	12	2	2	1	7	2160	241	72	29
VAMP7	ENST00000286448.12	+	5325	149	23	36	18	72	4332	431	311	251
VAMP8	ENST00000263864.10	+	914	19	5	5	1	8	784	92	17	21
VANGL1	ENST00000355485.7	+	75	11	5	5	0	1	28	42	0	5
VANGL2	ENST00000368061.3	+	208	34	3	18	1	12	117	58	3	30
VAPA	ENST00000400000.7	+	51779	275	48	44	30	153	48472	1549	492	1266
VAPB	ENST00000475243.6	+	3055	65	20	14	7	24	2539	216	156	144
VARS1	ENST00000375663.8	-	669	47	1	33	1	12	158	461	4	46
VARS2	ENST00000676266.1	+	238	50	1	32	11	6	5	141	78	14
VASH1	ENST00000167106.9	+	437	73	39	19	6	9	263	108	16	50
VASH2	ENST00000517399.3	+	254	41	7	21	2	11	29	164	5	56
VASN	ENST00000304735.4	+	75	4	4	0	0	0	75	0	0	0
VASP	ENST00000245932.11	+	469	44	9	17	2	16	64	202	4	199
VAT1	ENST00000355653.8	-	10856	81	9	9	9	54	8762	1319	64	711
VAT1L	ENST00000302536.3	+	2181	52	4	20	0	28	85	416	0	1680
VAV1	ENST00000602142.6	+	128	21	1	15	2	3	12	66	37	13
VAV2	ENST00000371850.8	-	315	78	5	39	1	33	22	182	2	109
VAV3	ENST00000370056.9	-	49	11	1	8	0	2	2	41	0	6
VAX1	ENST00000369206.6	-	2	1	0	1	0	0	0	2	0	0
VAX2	ENST00000234392.3	+	59	5	2	0	3	0	37	0	22	0
VBP1	ENST00000286428.7	+	36977	182	12	23	7	140	32496	1088	70	3323
VCAM1	ENST00000294728.7	+	1776	58	6	40	0	12	1301	396	0	79
VCAN	ENST00000265077.8	+	3653	342	118	169	5	50	1248	2164	10	231
VCL	ENST00000211998.10	+	1003	92	4	62	2	24	207	711	4	81
VCP	ENST00000358901.11	-	29478	350	22	27	1	300	829	1018	2	27629
VCPIP1	ENST00000310421.5	-	510	88	78	8	0	2	471	35	0	4
VCPKMT	ENST00000395860.7	-	4650	114	19	24	24	46	2997	345	896	406
VDAC1	ENST00000265333.8	-	100293	553	24	38	27	464	78948	11159	5049	5137
VDAC2	ENST00000332211.11	+	92933	518	32	53	68	365	74673	9535	2781	5944
VDAC3	ENST00000022615.9	+	77289	584	20	36	21	507	5290	6023	525	65451
VEGFA	ENST00000672860.3	+	710	112	62	35	5	10	418	236	15	41
VEGFB	ENST00000309422.7	+	2148	94	7	19	14	54	527	1352	79	190
VEGFC	ENST00000618562.2	-	113	18	5	12	0	1	37	74	0	2
VEGFD	ENST00000297904.4	-	61	10	3	7	0	0	10	51	0	0
VEPH1	ENST00000362010.7	-	1782	113	6	46	38	23	210	978	499	95
VEZF1	ENST00000581208.2	-	2940	75	17	25	15	18	2077	281	425	157
VEZT	ENST00000436874.6	+	11867	443	24	142	82	195	2365	5577	1981	1944
VGF	ENST00000249330.3	-	217	29	2	0	0	27	43	0	0	174
VGLL4	ENST00000430365.7	-	2134	97	26	30	10	31	1074	626	286	148
VHL	ENST00000256474.3	+	5146	519	26	8	2	475	1167	51	5	3904
VIL1	ENST00000248444.10	+	9	2	0	0	0	2	0	0	0	9
VILL	ENST00000383759.7	+	1837	150	2	70	20	58	6	1166	83	582
VIM	ENST00000544301.7	+	732018	2117	38	80	78	1921	4765	399760	1728	325765
VIP	ENST00000367244.8	+	6607	98	11	34	0	53	1683	410	0	4514
VIPAS39	ENST00000557658.6	-	3546	165	8	47	21	89	1977	823	131	615
VIPR1	ENST00000325123.5	+	303	54	8	12	23	11	42	63	117	81
VIPR2	ENST00000262178.7	-	190	20	5	12	0	3	92	88	0	10
VIRMA	ENST00000297591.10	-	4605	202	20	115	34	33	594	3614	232	165
VIT	ENST00000379242.8	+	220	28	4	13	1	10	11	153	4	52
VKORC1	ENST00000394975.3	-	10784	48	13	1	1	33	10387	3	5	389
VKORC1L1	ENST00000360768.5	+	981	33	24	4	0	5	905	60	0	16
VLDLR	ENST00000382100.8	+	798	92	23	47	6	16	235	476	15	72
VMA21	ENST00000330374.7	+	4823	39	8	10	2	19	4659	81	7	76
VMAC	ENST00000339485.4	+	95	7	5	0	0	2	84	0	0	11
VMO1	ENST00000328739.6	-	122	16	8	2	1	5	69	6	2	45
VMP1	ENST00000262291.9	+	15381	299	37	51	86	125	10358	2134	2017	872
VN1R1	ENST00000321039.5	-	410	15	15	0	0	0	410	0	0	0
VN1R2	ENST00000341702.3	+	7	2	0	0	0	0	0	0	0	0
VNN2	ENST00000326499.11	-	7	2	1	0	1	0	5	0	2	0
VOPP1	ENST00000285279.10	-	4880	79	14	7	8	50	3705	746	44	385
VPS11	ENST00000621676.5	+	5932	159	9	57	17	76	2980	1801	140	1011
VPS13A	ENST00000360280.8	+	1104	150	4	63	3	80	19	468	7	610
VPS13B	ENST00000357162.7	+	4672	376	15	293	20	48	186	3733	144	609
VPS13C	ENST00000644861.2	-	2142	333	17	276	3	37	150	1751	7	234
VPS13D	ENST00000620676.6	+	1807	222	3	186	3	30	83	1525	12	187
VPS16	ENST00000380445.8	+	7826	344	20	47	41	236	3640	1375	500	2311
VPS18	ENST00000220509.10	+	1679	64	10	38	2	14	933	592	5	149
VPS25	ENST00000253794.7	+	9048	87	14	7	8	58	8208	243	75	522
VPS26A	ENST00000263559.11	+	17361	228	17	59	22	130	12276	2127	1979	979
VPS26B	ENST00000281187.10	+	2056	77	31	26	5	15	1112	704	18	222
VPS26C	ENST00000309117.11	-	4538	139	56	22	17	44	3880	215	182	261
VPS28	ENST00000292510.6	-	34658	1025	18	46	228	733	12577	3006	2533	16542
VPS29	ENST00000549578.6	-	60603	351	17	55	17	262	43591	4872	745	11395
VPS33A	ENST00000267199.9	-	4128	167	16	62	21	68	1187	1121	144	1676
VPS33B	ENST00000333371.8	-	3995	180	11	46	26	97	2103	967	183	742
VPS35	ENST00000299138.12	-	30290	293	13	87	28	165	17030	10555	707	1998
VPS35L	ENST00000417362.7	+	7430	422	34	134	61	193	2625	2695	580	1530
VPS36	ENST00000378060.9	-	6057	244	42	73	42	87	2534	2695	296	532
VPS37A	ENST00000324849.9	+	6209	248	14	70	36	128	3593	878	662	1076
VPS37B	ENST00000267202.7	-	2090	52	10	7	7	28	1838	94	38	120
VPS37C	ENST00000301765.10	-	784	32	10	6	3	13	594	104	43	43
VPS37D	ENST00000324941.5	+	264	16	3	4	1	8	172	55	2	35
VPS39	ENST00000318006.10	-	3721	161	15	71	8	67	1614	1634	56	417
VPS41	ENST00000310301.9	-	8549	362	29	156	29	148	917	3269	2747	1616
VPS45	ENST00000644510.2	+	11929	305	64	62	51	126	8467	1863	681	914
VPS4A	ENST00000254950.13	+	14581	199	26	29	13	131	9566	3469	176	1370
VPS4B	ENST00000238497.10	-	7167	156	20	39	20	77	3590	2883	237	457
VPS50	ENST00000305866.10	+	3762	236	6	49	2	179	37	528	4	3193
VPS51	ENST00000279281.8	+	9071	163	13	44	18	88	4009	3911	193	958
VPS52	ENST00000445902.3	-	1106	68	6	15	6	41	472	331	23	280
VPS53	ENST00000437048.7	-	907	193	25	45	3	120	250	202	9	446
VPS54	ENST00000272322.9	-	538	98	1	93	2	1	5	523	5	2
VPS72	ENST00000368892.9	-	19128	358	13	25	19	301	14868	930	1283	2047
VPS8	ENST00000625842.3	+	3907	197	9	105	15	68	174	2862	91	780
VPS9D1	ENST00000389386.8	-	1624	88	3	13	12	60	463	658	167	336
VRK1	ENST00000216639.8	+	16089	353	59	105	60	129	11057	2889	499	1644
VRK2	ENST00000340157.9	+	821	104	4	47	33	20	123	243	352	103
VRK3	ENST00000316763.8	-	6975	303	21	75	145	62	2361	1689	2302	623
VSIG10	ENST00000359236.10	-	427	47	6	1	12	28	78	2	57	290
VSIG10L	ENST00000335624.5	-	262	27	0	20	2	5	0	200	8	54
VSIG4	ENST00000374737.9	-	933	40	3	3	4	30	70	11	39	813
VSIG8	ENST00000368100.1	-	2	1	0	1	0	0	0	2	0	0
VSIR	ENST00000394957.8	-	2620	65	9	10	4	42	1538	236	25	821
VSNL1	ENST00000295156.9	+	204324	699	26	33	24	616	171356	18096	1934	12938
VSTM2A	ENST00000402613.4	+	5651	238	75	45	8	110	4069	717	48	817
VSTM2B	ENST00000335523.8	+	556	41	4	18	2	17	17	380	4	155
VSTM2L	ENST00000373461.9	+	3371	113	10	9	0	92	2626	366	0	333
VSTM4	ENST00000332853.9	-	196	16	9	3	0	4	176	10	0	10
VSTM5	ENST00000409977.2	-	373	13	2	5	4	2	320	19	23	11
VSX1	ENST00000376709.9	-	183	19	3	9	1	6	54	95	16	18
VSX2	ENST00000261980.3	+	4	1	0	0	0	1	0	0	0	4
VTA1	ENST00000367630.9	+	28186	286	29	70	12	175	24975	1778	90	1343
VTCN1	ENST00000369458.8	-	13	2	0	0	0	2	0	0	0	13
VTI1A	ENST00000393077.3	+	2259	143	36	15	18	74	1355	61	277	566
VTI1B	ENST00000554659.6	-	25657	245	34	45	23	141	15992	4034	1399	4224
VTN	ENST00000226218.9	-	79	16	6	6	2	2	27	32	13	7
VWA1	ENST00000476993.2	+	2	1	1	0	0	0	2	0	0	0
VWA2	ENST00000392982.8	+	11	4	1	0	0	3	2	0	0	9
VWA3A	ENST00000389398.10	+	106	26	0	19	1	6	0	87	2	17
VWA3B	ENST00000477737.6	+	49	13	0	5	0	8	0	23	0	26
VWA5A	ENST00000456829.7	+	1874	110	10	79	10	11	1146	623	52	53
VWA5B1	ENST00000289815.13	+	8	3	0	2	0	1	0	6	0	2
VWA5B2	ENST00000691901.1	+	821	75	2	43	15	15	5	690	59	67
VWA7	ENST00000375688.5	-	13	2	0	0	0	2	0	0	0	13
VWA8	ENST00000379310.8	-	647	83	1	57	4	21	7	535	10	95
VWC2	ENST00000340652.5	+	347	52	0	20	1	31	0	147	3	197
VWC2L	ENST00000312504.10	+	136	28	18	6	1	3	107	20	2	7
VWCE	ENST00000335613.10	-	183	37	7	11	7	12	47	71	19	46
VWDE	ENST00000275358.8	-	27	7	1	4	2	0	4	18	5	0
VWF	ENST00000261405.10	-	1330	62	1	41	0	20	6	1193	0	131
VXN	ENST00000305454.8	+	8469	101	35	17	6	43	7037	958	156	318
WAC	ENST00000354911.9	+	8237	338	14	93	59	172	1901	3587	1219	1530
WAPL	ENST00000298767.10	-	1270	105	7	70	6	22	170	920	17	163
WARS1	ENST00000392882.7	-	15516	245	40	53	54	98	11421	2683	571	841
WARS2	ENST00000235521.5	-	1636	69	13	16	4	36	1138	120	17	361
WAS	ENST00000376701.5	+	51	14	1	8	0	5	16	25	0	10
WASF1	ENST00000392589.6	-	32106	416	23	95	45	253	17075	10738	1342	2951
WASF2	ENST00000618852.5	-	1849	42	11	23	1	7	846	985	2	16
WASF3	ENST00000335327.6	+	1079	88	2	42	0	44	135	577	0	367
WASHC1	ENST00000696149.1	-	448	49	0	19	2	28	0	290	6	152
WASHC2A	ENST00000282633.10	+	3398	277	8	202	28	39	427	2703	132	136
WASHC2C	ENST00000623400.4	+	2261	241	36	148	20	37	457	1570	89	145
WASHC3	ENST00000240079.11	-	16722	168	13	10	11	134	781	467	957	14517
WASHC4	ENST00000332180.10	+	1089	128	5	91	11	21	129	818	35	107
WASHC5	ENST00000318410.12	-	2730	127	8	35	3	81	181	1183	41	1325
WASL	ENST00000223023.5	-	2817	76	9	35	4	28	1240	1337	89	151
WBP1	ENST00000233615.7	+	9685	228	42	25	47	114	6485	1432	1281	487
WBP11	ENST00000261167.7	-	12409	220	13	68	9	130	7189	1972	61	3187
WBP1L	ENST00000448841.7	+	836	45	9	4	18	14	399	78	188	171
WBP2	ENST00000254806.8	-	59850	585	20	27	40	497	49670	4856	1110	4212
WBP2NL	ENST00000328823.13	+	86	10	4	2	2	2	61	5	14	6
WBP4	ENST00000379487.5	+	7657	180	14	76	13	77	1042	2204	126	4285
WDCP	ENST00000295148.9	-	1382	33	5	21	2	5	944	359	50	29
WDFY1	ENST00000233055.9	-	1633	75	16	22	13	24	1214	166	115	138
WDFY2	ENST00000298125.7	+	860	73	17	36	9	11	315	176	86	283
WDFY3	ENST00000295888.9	-	1182	135	4	113	3	15	52	1068	8	54
WDFY4	ENST00000325239.12	+	21	8	0	8	0	0	0	21	0	0
WDHD1	ENST00000360586.8	-	820	122	12	56	5	49	213	330	14	263
WDPCP	ENST00000272321.12	-	440	85	8	38	25	14	77	176	128	59
WDR1	ENST00000499869.7	-	11250	216	10	44	15	147	6623	3156	95	1376
WDR11	ENST00000263461.11	+	3053	227	0	44	5	178	0	424	16	2613
WDR12	ENST00000261015.5	-	5233	163	19	35	17	92	3433	722	187	891
WDR13	ENST00000376729.10	+	11733	248	30	30	27	161	2548	2017	1457	5711
WDR17	ENST00000508596.6	+	528	79	0	53	10	16	0	447	45	36
WDR18	ENST00000585809.6	+	6288	120	15	24	19	62	4752	729	306	501
WDR19	ENST00000399820.8	+	2518	233	44	98	20	71	596	1252	58	612
WDR20	ENST00000342702.8	+	6310	223	37	39	47	100	3619	354	1695	642
WDR24	ENST00000293883.9	-	2286	59	3	19	16	21	1136	496	153	501
WDR25	ENST00000402312.8	+	3236	70	6	30	3	31	1151	1091	76	918
WDR26	ENST00000414423.9	-	1445	77	15	50	2	10	246	1052	22	125
WDR27	ENST00000448612.6	-	1007	129	9	54	31	35	59	659	144	145
WDR3	ENST00000349139.6	+	2916	190	3	120	10	57	170	1227	221	1298
WDR31	ENST00000374193.9	-	93	22	4	7	1	10	11	33	2	47
WDR33	ENST00000322313.9	-	11117	178	20	74	23	60	8266	2332	110	407
WDR35	ENST00000281405.9	-	539	87	3	70	1	13	53	439	3	44
WDR36	ENST00000513710.4	+	759	108	7	68	1	32	207	365	3	184
WDR37	ENST00000263150.9	+	776	90	3	45	23	19	225	360	124	67
WDR38	ENST00000373574.2	+	16	3	1	0	2	0	11	0	5	0
WDR4	ENST00000398208.3	-	1131	108	9	19	19	61	468	201	144	318
WDR41	ENST00000296679.9	-	7367	393	49	92	94	158	2454	1308	622	2983
WDR43	ENST00000407426.8	+	5110	202	9	94	11	88	990	1326	75	2719
WDR44	ENST00000254029.8	+	1541	128	0	58	3	67	0	581	8	952
WDR45	ENST00000376372.9	-	7689	254	12	53	124	65	2673	999	3396	621
WDR45B	ENST00000392325.9	-	7377	110	8	28	13	61	4327	2540	186	324
WDR46	ENST00000374617.9	-	1067	44	1	21	5	17	576	338	44	109
WDR47	ENST00000369962.8	-	9031	165	3	72	23	67	2060	6311	261	399
WDR48	ENST00000302313.10	+	7987	286	7	133	23	123	2470	2324	274	2919
WDR49	ENST00000682715.1	-	100	27	2	12	10	3	8	54	30	8
WDR5	ENST00000358625.4	+	1200	88	3	51	11	23	231	429	71	469
WDR53	ENST00000332629.7	-	965	63	7	19	18	19	140	332	426	67
WDR54	ENST00000348227.4	+	11750	230	31	45	69	85	7546	1154	2240	810
WDR55	ENST00000358337.10	+	2218	89	12	35	18	24	1249	208	270	491
WDR59	ENST00000262144.11	-	2039	130	14	53	24	39	613	1073	161	192
WDR5B	ENST00000330689.6	-	1800	73	64	0	0	0	1770	0	0	0
WDR6	ENST00000608424.6	+	11277	278	38	79	25	136	6122	3667	674	814
WDR62	ENST00000401500.7	+	234	41	3	26	1	11	24	111	2	97
WDR64	ENST00000437684.7	+	15	5	0	0	0	5	0	0	0	15
WDR7	ENST00000254442.8	+	1140	133	2	110	9	12	26	1038	31	45
WDR70	ENST00000265107.9	+	7153	187	34	62	17	74	5166	1302	183	502
WDR73	ENST00000434634.7	-	4051	196	19	37	72	68	825	786	839	1601
WDR74	ENST00000278856.9	-	6802	125	16	21	27	61	4691	1352	323	436
WDR75	ENST00000314761.9	+	5788	257	15	120	14	108	2799	2191	118	680
WDR76	ENST00000263795.11	+	1706	98	12	59	6	21	967	610	42	87
WDR77	ENST00000235090.10	-	7902	168	21	47	29	71	5787	1213	396	506
WDR81	ENST00000409644.6	+	266	35	4	29	0	2	12	246	0	8
WDR82	ENST00000296490.8	-	1211	88	16	33	4	35	586	450	19	156
WDR83	ENST00000418543.8	+	4427	159	20	31	71	37	1329	2065	872	161
